S.no,Player Name,Runs in Flat Pitches,Runs in Red Soil Pitches,Runs in Black Soil Pitches,Dismissals in Flat Pitches,Dismissals in Red Soil Pitches,Dismissals in Black Soil Pitches
3638,Shubham Chaubey,35,0,0,1,0,0
3639,T Francis,35,0,0,1,0,0
3640,Yashaswi Rishav,35,0,0,1,0,0
3641,KN Mussa,35,0,0,0,0,0
3642,Rasikh Salam,29,5,0,5,0,0
3643,WSA Appuhami,34,0,0,3,0,0
3644,A Kaul,34,0,0,2,0,0
3645,AP Majumdar,34,0,0,2,0,0
3646,Arun Chaprana,0,34,0,0,2,0
3647,Azan Awais,34,0,0,2,0,0
3648,D Moriarty,34,0,0,2,0,0
3649,Faisal Javed,34,0,0,2,0,0
3650,Inam-ul-Haq,34,0,0,2,0,0
3651,JR Lennox,34,0,0,2,0,0
3652,Lakhan Singh,34,0,0,2,0,0
3653,Mohsin Khan (2),20,0,14,1,0,1
3654,NL Smith,34,0,0,2,0,0
3655,Prashant Awasthi,34,0,0,2,0,0
3656,Tushar Imran,34,0,0,2,0,0
3657,VO Lawes,34,0,0,2,0,0
3658,A McGrath,34,0,0,1,0,0
3659,A Thilanchana,34,0,0,1,0,0
3660,Aamir Lal,34,0,0,1,0,0
3661,Afzal Faiz,34,0,0,1,0,0
3662,DTM Fernando,34,0,0,1,0,0
3663,G Potts,34,0,0,1,0,0
3664,Himalay Agarwal,34,0,0,1,0,0
3665,MV Houghton,34,0,0,1,0,0
3666,Rehan Peiris,34,0,0,1,0,0
3667,Suhan Alagaratnam,34,0,0,1,0,0
3668,Suman Ghimire,34,0,0,1,0,0
3669,A Zeb,34,0,0,0,0,0
3670,HMD Rasangika,34,0,0,0,0,0
3671,Nouman Sarwar,34,0,0,0,0,0
3672,TL Cutler,34,0,0,0,0,0
3673,U Rakshit,34,0,0,0,0,0
3674,L Embuldeniya,33,0,0,8,0,0
3675,B Stanlake,33,0,0,6,0,0
3676,Marimuthu Vikneshwaran,0,33,0,0,5,0
3677,R Sharma,10,23,0,1,2,1
3678,Rishav Das,33,0,0,4,0,0
3679,BA Parchment,33,0,0,3,0,0
3680,CM Falconer,33,0,0,3,0,0
3681,H Wickramasinghe,33,0,0,3,0,0
3682,B Nikitaras,33,0,0,2,0,0
3683,Chaudhary Akram,33,0,0,2,0,0
3684,Fayyaz Butt,33,0,0,2,0,0
3685,HMCM Bandara,33,0,0,2,0,0
3686,KTK Rodrigo,33,0,0,2,0,0
3687,L Monanthane,33,0,0,2,0,0
3688,Mushfiqur Rahman,33,0,0,2,0,0
3689,PN Khemnar,33,0,0,2,0,0
3690,Rohit Dahiya,33,0,0,2,0,0
3691,S Aravind,25,0,8,1,1,0
3692,SG Whittingham,33,0,0,2,0,0
3693,Sulaiman Ali,33,0,0,2,0,0
3694,VB Chikkannaiah,33,0,0,2,0,0
3695,Vinoop Manoharan,31,2,0,1,1,0
3696,AR Pandey,33,0,0,1,0,0
3697,FL Mackay,33,0,0,1,0,0
3698,KA Hope,33,0,0,1,0,0
3699,KT Perkins,31,2,0,0,1,0
3700,LP van der Westhuizen,33,0,0,1,0,0
3701,LR Chethan,33,0,0,1,0,0
3702,Muhammad Soban,33,0,0,1,0,0
3703,Muhammad Zafar Khan,33,0,0,1,0,0
3704,N Faltum,33,0,0,1,0,0
3705,R Johnston,33,0,0,1,0,0
3706,Rameez Raja (2),33,0,0,1,0,0
3707,RK O'Donnell,33,0,0,1,0,0
3708,Sami Sohail,33,0,0,1,0,0
3709,Shamima Sultana,33,0,0,1,0,0
3710,Shashwat Rawat,33,0,0,1,0,0
3711,VS Wategaonkar,33,0,0,1,0,0
3712,Z Pongolo,33,0,0,1,0,0
3713,AM Zepeda,33,0,0,0,0,0
3714,NO Priestley,33,0,0,0,0,0
3715,GJ Harte,32,0,0,4,0,0
3716,SCG MacGill,32,0,0,4,0,0
3717,Shafiq Sharif,32,0,0,4,0,0
3718,Ali Farasat,32,0,0,3,0,0
3719,BJ Currie,32,0,0,3,0,0
3720,Ethan D'Souza,32,0,0,3,0,0
3721,F O'Neill,32,0,0,3,0,0
3722,TM Bodibe,32,0,0,3,0,0
3723,Ahmed Nisar,32,0,0,2,0,0
3724,AT Fletcher,32,0,0,2,0,0
3725,CL Hall,32,0,0,2,0,0
3726,D Gaikwad,32,0,0,2,0,0
3727,H Jayasundara,32,0,0,2,0,0
3728,M Akayezu,32,0,0,2,0,0
3729,O Nyaku,32,0,0,2,0,0
3730,PL Harris,32,0,0,2,0,0
3731,Shasheem Rathour,32,0,0,2,0,0
3732,V Balakrishnan,32,0,0,2,0,0
3733,D Forrester,32,0,0,1,0,0
3734,DC Green,32,0,0,1,0,0
3735,DE Bernard,32,0,0,1,0,0
3736,GJ van Rensburg,32,0,0,1,0,0
3737,Ishaan Gadekar,32,0,0,1,0,0
3738,KI Simmonds,32,0,0,1,0,0
3739,MD Hunn,32,0,0,1,0,0
3740,Noorkhan Ahmedi,32,0,0,1,0,0
3741,Osama Mahmood,32,0,0,1,0,0
3742,Qateel Zabiullah,32,0,0,1,0,0
3743,R Mupfudza,32,0,0,1,0,0
3744,S Foster,32,0,0,1,0,0
3745,SJC McAlindon,32,0,0,1,0,0
3746,SP Patil,32,0,0,1,0,0
3747,Usman Shinwari,32,0,0,1,0,0
3748,Ninad Kadam,32,0,0,0,0,0
3749,Waqas Ahmad,32,0,0,0,0,0
3750,A Nortje,28,0,3,7,0,1
3751,E Barnes,31,0,0,5,0,0
3752,P Sisodiya,31,0,0,5,0,0
3753,BJ Arnel,31,0,0,4,0,0
3754,CK Langeveldt,31,0,0,4,0,0
3755,RD Chahar,26,1,4,2,1,1
3756,S Shillingford,23,8,0,2,2,0
3757,TIF Triffitt,31,0,0,4,0,0
3758,Abu Jayed,31,0,0,3,0,0
3759,BP Rodden,31,0,0,3,0,0
3760,KO Wickham,31,0,0,3,0,0
3761,Mohammad Shahid,31,0,0,3,0,0
3762,R Wilson,31,0,0,3,0,0
3763,TJ McPharlin,31,0,0,3,0,0
3764,A Dennison,31,0,0,2,0,0
3765,AR Bisht,31,0,0,2,0,0
3766,BE Scott,31,0,0,2,0,0
3767,CR Marshall,31,0,0,2,0,0
3768,G Thakur,31,0,0,2,0,0
3769,KS Castle,31,0,0,2,0,0
3770,Mujibur Ali,31,0,0,2,0,0
3771,Pulina Tharanga,31,0,0,2,0,0
3772,Ratul Khan,31,0,0,2,0,0
3773,TN Kesteven,31,0,0,2,0,0
3774,AJ Kaushik,31,0,0,1,0,0
3775,Arkaprabha Sinha,31,0,0,1,0,0
3776,CB Sole,31,0,0,1,0,0
3777,CT Mumba,31,0,0,1,0,0
3778,Deepraj Gaonkar,31,0,0,1,0,0
3779,Gurpreet Singh (2),31,0,0,1,0,0
3780,Kuldeep Gehi,31,0,0,1,0,0
3781,L Canessane,31,0,0,1,0,0
3782,LB Ferbrache,31,0,0,1,0,0
3783,M Sclanders,31,0,0,1,0,0
3784,Mohamed Rishwan,31,0,0,1,0,0
3785,SS Johnston,31,0,0,1,0,0
3786,TG Thamae,31,0,0,1,0,0
3787,Zeerak Chughtai,31,0,0,1,0,0
3788,Abdul Shakoor (2),31,0,0,0,0,0
3789,Ahmad Ramdoni,31,0,0,0,0,0
3790,Anand Bais,0,31,0,0,0,0
3791,E Marx,31,0,0,0,0,0
3792,Mandeep Singh (2),31,0,0,0,0,0
3793,M Darke,30,0,0,4,0,0
3794,RM Phillips,30,0,0,4,0,0
3795,Shakthi Udara,30,0,0,4,0,0
3796,DS Robinson,30,0,0,3,0,0
3797,E Anderson,30,0,0,3,0,0
3798,H Karunaratne,30,0,0,3,0,0
3799,N Shree Charani,30,0,0,3,0,0
3800,Rizwan Cheema,28,2,0,2,1,0
3801,Y Cariah,30,0,0,3,0,0
3802,C Smith,30,0,0,2,0,0
3803,G Tarr,30,0,0,2,0,0
3804,Hassan Rasheed,30,0,0,2,0,0
3805,Mohsin Riaz,30,0,0,2,0,0
3806,P Dubey,30,0,0,2,0,0
3807,S Asha,30,0,0,2,0,0
3808,T Graves,30,0,0,2,0,0
3809,AA Rao,30,0,0,1,0,0
3810,Abhilash Mallick,30,0,0,1,0,0
3811,CNIM Joyce,30,0,0,1,0,0
3812,DB Kotze,30,0,0,1,0,0
3813,Hamza Khan,30,0,0,1,0,0
3814,HR Burdon,30,0,0,1,0,0
3815,I Opperman,30,0,0,1,0,0
3816,Iqbal Abdulla,24,6,0,1,0,0
3817,K Irakoze,30,0,0,1,0,0
3818,Kunal Chandela,30,0,0,1,0,0
3819,LL Mnyanda,30,0,0,1,0,0
3820,Mohammad Akbar Ali,30,0,0,1,0,0
3821,P Hatzoglou,30,0,0,1,0,0
3822,RR Sharan,30,0,0,1,0,0
3823,TS Hasabnis,30,0,0,1,0,0
3824,Waqas Barkat,30,0,0,1,0,0
3825,Arafat Sunny,30,0,0,0,0,0
3826,H Pragji,30,0,0,0,0,0
3827,Muhammad Musa,30,0,0,0,0,0
3828,NP Winter,30,0,0,0,0,0
3829,Tahir Dar,30,0,0,0,0,0
3830,BM Cliff,29,0,0,3,0,0
3831,CW Andrews,29,0,0,3,0,0
3832,H Osinde,29,0,0,3,0,0
3833,JD Freyone,29,0,0,3,0,0
3834,JPH Hayes,29,0,0,3,0,0
3835,SD Chitnis,14,15,0,2,1,0
3836,T Chetty,29,0,0,3,0,0
3837,Bhanu Pania,29,0,0,2,0,0
3838,D McInnis,29,0,0,2,0,0
3839,D Parashar,29,0,0,2,0,0
3840,Denish Das,29,0,0,2,0,0
3841,DJ Reekers,29,0,0,2,0,0
3842,Iram Javed,29,0,0,2,0,0
3843,JJ Dell,29,0,0,2,0,0
3844,MJ Barry,29,0,0,2,0,0
3845,RADSI Ranatunga,29,0,0,2,0,0
3846,Shahid Aziz,29,0,0,2,0,0
3847,Umm-e-Hani,29,0,0,2,0,0
3848,WA Mota,4,25,0,1,1,0
3849,Y Rupasinghe,29,0,0,2,0,0
3850,ZN Carter,29,0,0,2,0,0
3851,Asif Ahmed,29,0,0,1,0,0
3852,B Yadav,29,0,0,1,0,0
3853,C Munoz-Mills,29,0,0,1,0,0
3854,DL Maddy,29,0,0,1,0,0
3855,Faheem Nellancheri,29,0,0,1,0,0
3856,Ghazi Ghori,29,0,0,1,0,0
3857,LF Muller,29,0,0,1,0,0
3858,LHD Dilhara,29,0,0,1,0,0
3859,M Cosgrave,29,0,0,1,0,0
3860,MR Cowan,29,0,0,1,0,0
3861,OAC Banks,29,0,0,1,0,0
3862,R Kumar,29,0,0,1,0,0
3863,T van Vuuren,29,0,0,1,0,0
3864,Asfan Khan,29,0,0,0,0,0
3865,EG Thomas,28,0,0,4,0,0
3866,MS Gony,28,0,0,3,1,0
3867,AP O'Connor,28,0,0,3,0,0
3868,HK Bennett,28,0,0,2,1,0
3869,PG Dooley,28,0,0,3,0,0
3870,RL Jangid,0,28,0,0,3,0
3871,Abdullah Mohd Yousaf,28,0,0,2,0,0
3872,AP McLaren,28,0,0,2,0,0
3873,AS Yadav,28,0,0,2,0,0
3874,BS Bartley,28,0,0,2,0,0
3875,DAM Louis,28,0,0,2,0,0
3876,DJ Bartlett,28,0,0,2,0,0
3877,EWO Middleton,28,0,0,2,0,0
3878,K Goud,28,0,0,2,0,0
3879,K Ramharack,28,0,0,2,0,0
3880,Rizwan Mahmood,28,0,0,2,0,0
3881,Shakeel Ahmed (2),28,0,0,2,0,0
3882,Sikander Zulfiqar,28,0,0,2,0,0
3883,AD Algar,28,0,0,1,0,0
3884,CPPM Sadun,28,0,0,1,0,0
3885,E Sebareme,28,0,0,1,0,0
3886,I Dikgale,28,0,0,1,0,0
3887,JT Langridge,28,0,0,1,0,0
3888,L Sreekumar,28,0,0,1,0,0
3889,Mansoor Malangzai,28,0,0,1,0,0
3890,Mohammad Shahzad (2),28,0,0,1,0,0
3891,S Shubha,28,0,0,1,0,0
3892,JA Woolston,28,0,0,0,0,0
3893,JM Polarouthu,28,0,0,0,0,0
3894,Kabir Berlia,28,0,0,0,0,0
3895,M Carmichael,28,0,0,0,0,0
3896,PG Tulloch,28,0,0,0,0,0
3897,RN Lewis,28,0,0,0,0,0
3898,S Ashwathnarayana,28,0,0,0,0,0
3899,Usman Waheed,28,0,0,0,0,0
3900,KT Maphaka,27,0,0,6,0,0
3901,K Nestor,27,0,0,5,0,0
3902,Aayan Afzal Khan,27,0,0,4,0,0
3903,PM Inglis,27,0,0,4,0,0
3904,Ainool Hafizs,27,0,0,3,0,0
3905,AM Green,27,0,0,3,0,0
3906,JM Joao,27,0,0,3,0,0
3907,KJS Elliott,27,0,0,3,0,0
3908,BMSM Kumari,27,0,0,2,0,0
3909,CB Paul,27,0,0,2,0,0
3910,CG Blakely,27,0,0,2,0,0
3911,CN Evans,27,0,0,2,0,0
3912,CR Suryawanshi,27,0,0,2,0,0
3913,CS Fraser,27,0,0,2,0,0
3914,GA Lamb,27,0,0,2,0,0
3915,J Chialoufas,27,0,0,2,0,0
3916,M Markande,15,12,0,1,1,0
3917,ML Love,27,0,0,2,0,0
3918,S Daffara,27,0,0,2,0,0
3919,S Turner,27,0,0,2,0,0
3920,T Prashan,27,0,0,2,0,0
3921,AJADDLA Jayasinghe,27,0,0,1,0,0
3922,AL Dodson,27,0,0,1,0,0
3923,Asad Ali Rehemtulla,27,0,0,1,0,0
3924,DA Randika,27,0,0,1,0,0
3925,Hassan Ghulam,27,0,0,1,0,0
3926,J du Plessis,27,0,0,1,0,0
3927,NS Poonia,27,0,0,1,0,0
3928,PN Sproul,27,0,0,1,0,0
3929,RD John,27,0,0,1,0,0
3930,RM Dorji,27,0,0,1,0,0
3931,RR Watson,27,0,0,1,0,0
3932,S Sriram,27,0,0,1,0,0
3933,TU Deshpande,22,5,0,1,0,0
3934,Eranga De Silva,27,0,0,0,0,0
3935,G Newton,27,0,0,0,0,0
3936,NAT Watkins,27,0,0,0,0,0
3937,Y Majid,26,0,0,8,0,0
3938,C Robertson,26,0,0,5,0,0
3939,D Madushanka,21,5,0,3,2,0
3940,B Chipli,15,11,0,2,2,0
3941,Zahid Mahmood,26,0,0,4,0,0
3942,B Laughlin,22,4,0,2,0,1
3943,BR Sharath,26,0,0,3,0,0
3944,Imal Zuwak,26,0,0,3,0,0
3945,JS Gatting,26,0,0,3,0,0
3946,KOK Williams,13,13,0,3,0,0
3947,MBS Jonkman,26,0,0,3,0,0
3948,RM Magare,26,0,0,3,0,0
3949,S Galagoda,26,0,0,3,0,0
3950,A Simelane,26,0,0,2,0,0
3951,AUKDS Kalugala,26,0,0,2,0,0
3952,B Fitchet,26,0,0,2,0,0
3953,D Samuditha,26,0,0,2,0,0
3954,JP King,26,0,0,2,0,0
3955,LCN Smith,26,0,0,2,0,0
3956,PI Burgoyne,26,0,0,2,0,0
3957,Ravikumar Samarth,26,0,0,2,0,0
3958,Roosh Kalaria,26,0,0,2,0,0
3959,SJ Reingold,26,0,0,2,0,0
3960,DPS Tyagi,26,0,0,1,0,0
3961,FJ Heldreich,26,0,0,1,0,0
3962,Harishankar Reddy,26,0,0,0,1,0
3963,Jun Hyunwoo,26,0,0,1,0,0
3964,MJM Fernando,26,0,0,1,0,0
3965,S Gawas,26,0,0,1,0,0
3966,S Jimmy,26,0,0,1,0,0
3967,S Samal,26,0,0,1,0,0
3968,H Bharadwaj,26,0,0,0,0,0
3969,H Rathod,26,0,0,0,0,0
3970,Rakesh Thakur,26,0,0,0,0,0
3971,RM Farrell,26,0,0,0,0,0
3972,TS Braat,26,0,0,0,0,0
3973,LI Salomone,25,0,0,5,0,0
3974,TS Chisoro,25,0,0,3,0,0
3975,DR Melton,25,0,0,2,0,0
3976,HGV Vare,25,0,0,2,0,0
3977,ID Blackwell,25,0,0,2,0,0
3978,Shakeeb Ahmed,25,0,0,2,0,0
3979,TB Sole,25,0,0,2,0,0
3980,AL Fekete,25,0,0,1,0,0
3981,Amir Butt,25,0,0,1,0,0
3982,AR Schaw,25,0,0,1,0,0
3983,BEW McCord,25,0,0,1,0,0
3984,ED Silva,25,0,0,1,0,0
3985,F Achelam,25,0,0,1,0,0
3986,GC Tonge,25,0,0,1,0,0
3987,Himanshu Bisht,25,0,0,1,0,0
3988,Irfan Ahmed,25,0,0,1,0,0
3989,J Albin,25,0,0,1,0,0
3990,Jahanzaib Sultan,25,0,0,1,0,0
3991,Jaskaranvir Singh Sohi,25,0,0,1,0,0
3992,JC Glover,25,0,0,1,0,0
3993,JM Theedom,25,0,0,1,0,0
3994,JP Kaltapau,25,0,0,1,0,0
3995,LA Marsh,25,0,0,1,0,0
3996,Mehrab Hossain jnr,25,0,0,1,0,0
3997,Naved Yasin,25,0,0,1,0,0
3998,Pratis GC,25,0,0,1,0,0
3999,SMD Silva,25,0,0,1,0,0
4000,Umran Malik,21,0,4,0,1,0
4001,C Roberts,25,0,0,0,0,0
4002,H Boyagoda,25,0,0,0,0,0
4003,JV Chand,25,0,0,0,0,0
4004,Mukhtar Hussain,25,0,0,0,0,0
4005,S Thakur,25,0,0,0,0,0
4006,TC Goodin,25,0,0,0,0,0
4007,K Nassoro,24,0,0,5,0,0
4008,Mohammad Imran,24,0,0,4,0,0
4009,S Veerapathiran,24,0,0,4,0,0
4010,Nayeem Hasan,24,0,0,3,0,0
4011,TG Norris,24,0,0,3,0,0
4012,VA Jagadeesh,8,16,0,1,2,0
4013,Adnan Mirza,24,0,0,2,0,0
4014,Amit Chopra,24,0,0,2,0,0
4015,G Koralage,24,0,0,2,0,0
4016,GG Alta,24,0,0,2,0,0
4017,HKT Udeshana,24,0,0,2,0,0
4018,K Klesse,24,0,0,2,0,0
4019,K Waiswa,24,0,0,2,0,0
4020,LJ Barker,24,0,0,2,0,0
4021,Mohammad Faiq,24,0,0,2,0,0
4022,SA Jumbe,24,0,0,2,0,0
4023,Sohraab Dhaliwal,24,0,0,2,0,0
4024,TN Guruge,24,0,0,2,0,0
4025,A Morris,24,0,0,1,0,0
4026,A Thennakoon,24,0,0,1,0,0
4027,AA Paradkar,24,0,0,1,0,0
4028,AA Pragasam,24,0,0,1,0,0
4029,AS Chima,24,0,0,1,0,0
4030,CD de Lange,24,0,0,1,0,0
4031,CS Sandri,24,0,0,1,0,0
4032,IY Mckeon,24,0,0,1,0,0
4033,KL Short,24,0,0,1,0,0
4034,Manoj Adhikari,24,0,0,1,0,0
4035,Mayank Rawat,24,0,0,1,0,0
4036,MJ Johnston,24,0,0,1,0,0
4037,Muhammad Shahzad,24,0,0,1,0,0
4038,S Cotter,24,0,0,1,0,0
4039,Suharril Fetri,24,0,0,1,0,0
4040,U Bhagwan,24,0,0,1,0,0
4041,Umaid Asif,24,0,0,1,0,0
4042,Wei Guo Lei,24,0,0,1,0,0
4043,C Nunes,24,0,0,0,0,0
4044,Imran Ameer,24,0,0,0,0,0
4045,Z Bimenyimana,24,0,0,0,0,0
4046,Noor Ahmad,22,1,0,5,1,0
4047,G Prestwidge,23,0,0,4,0,0
4048,Sagar Trivedi,0,23,0,1,3,0
4049,Ali Hasan,23,0,0,3,0,0
4050,LM Gabriel,23,0,0,3,0,0
4051,MA Cohen,23,0,0,3,0,0
4052,Mohamed Azzam,23,0,0,3,0,0
4053,R Davis,23,0,0,3,0,0
4054,Robiul Haque,23,0,0,3,0,0
4055,Zaheer Ibrahim,23,0,0,3,0,0
4056,A Bramble,23,0,0,2,0,0
4057,Abhishek Thakuri,23,0,0,2,0,0
4058,AJ Crosthwaite,23,0,0,2,0,0
4059,Amjad Mahboob,23,0,0,2,0,0
4060,DJ Broom,23,0,0,2,0,0
4061,GD McGrath,10,13,0,1,1,0
4062,Ghulam Shabber,23,0,0,2,0,0
4063,JDC Johnson,23,0,0,2,0,0
4064,JE Anyon,23,0,0,2,0,0
4065,M Perry,23,0,0,2,0,0
4066,Mohammad Amin,23,0,0,2,0,0
4067,Parveen Kumar (2),23,0,0,2,0,0
4068,RS Williams,23,0,0,2,0,0
4069,Shashwat Kohli,23,0,0,2,0,0
4070,T Saville,23,0,0,2,0,0
4071,A Parima,23,0,0,1,0,0
4072,Bilal Muhammad,23,0,0,1,0,0
4073,EB Knowles,23,0,0,1,0,0
4074,Huzaifa Mohammed,23,0,0,1,0,0
4075,JA Nelson,23,0,0,1,0,0
4076,K Carver,23,0,0,1,0,0
4077,KV Morea,23,0,0,1,0,0
4078,M Kearvell,23,0,0,1,0,0
4079,M Ward,23,0,0,1,0,0
4080,Mohammed Irshad,23,0,0,1,0,0
4081,N Senamontree,23,0,0,1,0,0
4082,NB Cox,23,0,0,1,0,0
4083,R Slater,23,0,0,1,0,0
4084,Ravishan de Silva,23,0,0,1,0,0
4085,Ritwik Roy Chowdhury,22,1,0,1,0,0
4086,RJG Lockyear,23,0,0,1,0,0
4087,S Vashisht,23,0,0,1,0,0
4088,Saahil Jain,23,0,0,1,0,0
4089,SJ Swanepoel,23,0,0,1,0,0
4090,Sunny Patel,23,0,0,1,0,0
4091,T Vijay,23,0,0,1,0,0
4092,W Malajczuk,23,0,0,1,0,0
4093,Y Dilruk,23,0,0,1,0,0
4094,C Hinze,23,0,0,0,0,0
4095,CK Holder,23,0,0,0,0,0
4096,JA Warrican,23,0,0,0,0,0
4097,JO Penfold,23,0,0,0,0,0
4098,Nain Abidi,23,0,0,0,0,0
4099,Unnikrishnan Manukrishnan,9,14,0,0,0,0
4100,RP Meredith,22,0,0,6,0,0
4101,K Sinclair,22,0,0,4,0,0
4102,M Ashwin,15,6,1,1,1,2
4103,M Whelan,22,0,0,4,0,0
4104,B Kruger,22,0,0,3,0,0
4105,DJ Jacobs,0,22,0,0,3,0
4106,F Mutizwa,22,0,0,3,0,0
4107,FF Lellman,22,0,0,3,0,0
4108,Kaleem Sana,22,0,0,3,0,0
4109,R Sanjaya,22,0,0,3,0,0
4110,Saeed Ahmed (2),22,0,0,3,0,0
4111,Ahsan Abbasi,22,0,0,2,0,0
4112,AM Blignaut,22,0,0,2,0,0
4113,K Piet,22,0,0,2,0,0
4114,MG Hughes,22,0,0,2,0,0
4115,NK Crafton,22,0,0,2,0,0
4116,Salvin Stanly,22,0,0,2,0,0
4117,SU Parakh,22,0,0,2,0,0
4118,Sunny Singh,22,0,0,2,0,0
4119,AD Dore,22,0,0,1,0,0
4120,AG Paunikar,22,0,0,1,0,0
4121,AR Berenger,22,0,0,1,0,0
4122,AS Raut,22,0,0,1,0,0
4123,Aslan Jafri,22,0,0,1,0,0
4124,Azhar Andani,22,0,0,1,0,0
4125,C Brennan,22,0,0,1,0,0
4126,Fardeen Hasan,22,0,0,1,0,0
4127,HN Ya France,22,0,0,1,0,0
4128,JA Tomlinson,22,0,0,1,0,0
4129,JEG Logan,22,0,0,1,0,0
4130,JK Lalor,22,0,0,1,0,0
4131,Khurram Chohan,0,22,0,0,1,0
4132,M Koli,22,0,0,1,0,0
4133,MW Dixon,22,0,0,1,0,0
4134,N Vare,22,0,0,1,0,0
4135,R Ramadhasyena,22,0,0,1,0,0
4136,RV Viraj,22,0,0,1,0,0
4137,S Verma,22,0,0,1,0,0
4138,Shakeel Zeb,22,0,0,1,0,0
4139,Zaid Ahmad,22,0,0,1,0,0
4140,Ahmed Daniyal,22,0,0,0,0,0
4141,GTG Cork,22,0,0,0,0,0
4142,L Klazinga,22,0,0,0,0,0
4143,Ngangom Rajesh Singh,22,0,0,0,0,0
4144,Paras Sehrawat,22,0,0,0,0,0
4145,S Godara,22,0,0,0,0,0
4146,Vikas Yadav,22,0,0,0,0,0
4147,Azeem Rafiq,21,0,0,5,0,0
4148,Junaid Siddique (2),21,0,0,5,0,0
4149,B Indrajith,0,21,0,0,2,1
4150,G Chaturvedi,21,0,0,3,0,0
4151,J Maguire,21,0,0,3,0,0
4152,RGL Carters,21,0,0,3,0,0
4153,S Gunasekera,21,0,0,3,0,0
4154,AA Jhunjhunwala,21,0,0,2,0,0
4155,Hrishikesh Tamuli,0,21,0,0,2,0
4156,JL Barsby,21,0,0,2,0,0
4157,LP van Troost,21,0,0,2,0,0
4158,Nadif Chowdhury,21,0,0,2,0,0
4159,OW Sutton,21,0,0,2,0,0
4160,Usman Najeeb,21,0,0,2,0,0
4161,Yudhvir Singh,21,0,0,2,0,0
4162,Aniruddha Joshi,21,0,0,1,0,0
4163,CJ Dala,21,0,0,1,0,0
4164,CN Kent,21,0,0,1,0,0
4165,DA Minors,21,0,0,1,0,0
4166,GA Manou,21,0,0,1,0,0
4167,GHI Harding,21,0,0,1,0,0
4168,GJ Abrahams,21,0,0,1,0,0
4169,J Marples,21,0,0,1,0,0
4170,JC Martin,21,0,0,1,0,0
4171,Joshua Ozukum,21,0,0,1,0,0
4172,M Tiwari,18,3,0,0,1,0
4173,MJ Paterlini,21,0,0,1,0,0
4174,P Useni,21,0,0,1,0,0
4175,S Navaratne,21,0,0,1,0,0
4176,Tabarak Dar,21,0,0,1,0,0
4177,Aamer Azmat,21,0,0,0,0,0
4178,KC Cariappa,21,0,0,0,0,0
4179,Manoj Singh,21,0,0,0,0,0
4180,Naren Reddy,21,0,0,0,0,0
4181,Varun Sood,21,0,0,0,0,0
4182,C Piparo,20,0,0,6,0,0
4183,Rahat Ali,20,0,0,5,0,0
4184,A Canning,20,0,0,4,0,0
4185,Junaid Khan,20,0,0,4,0,0
4186,Swarajeet Das,7,13,0,1,3,0
4187,JWA Hawkins,20,0,0,3,0,0
4188,L Sipamla,20,0,0,3,0,0
4189,Rafiullah,20,0,0,3,0,0
4190,RT Bailey,20,0,0,3,0,0
4191,Ajin Soman,20,0,0,2,0,0
4192,C Murray,20,0,0,2,0,0
4193,I Khan,20,0,0,2,0,0
4194,KADA Kanchana,20,0,0,2,0,0
4195,LK Bell,20,0,0,2,0,0
4196,Numan Ahmadzai,20,0,0,2,0,0
4197,PWS Dulshan,20,0,0,2,0,0
4198,R Clinton,20,0,0,2,0,0
4199,Taher Muhammad,20,0,0,2,0,0
4200,AP Chore,20,0,0,1,0,0
4201,AW O'Brien,20,0,0,1,0,0
4202,Chanderpal Saini,20,0,0,1,0,0
4203,EJ Inglis,20,0,0,1,0,0
4204,I Stewart,20,0,0,1,0,0
4205,Izhar Hussain,20,0,0,1,0,0
4206,K Klein,20,0,0,1,0,0
4207,KAM Corbin,20,0,0,1,0,0
4208,Khalid Zahid,20,0,0,1,0,0
4209,MR Aguilleira,5,15,0,1,0,0
4210,NP Kenjige,20,0,0,1,0,0
4211,PW Gough,20,0,0,1,0,0
4212,Scott Campbell,20,0,0,1,0,0
4213,SM Khomari,20,0,0,1,0,0
4214,Akash Parkar,0,20,0,0,0,0
4215,Jassim Khan,20,0,0,0,0,0
4216,MP Siboto,20,0,0,0,0,0
4217,TDA Henry,20,0,0,0,0,0
4218,M Prasidh Krishna,17,0,2,3,1,2
4219,S Kaul,17,2,0,4,1,0
4220,T Panyangara,19,0,0,5,0,0
4221,TL Best,10,9,0,2,2,0
4222,Wasiqur Rahman,17,2,0,3,1,0
4223,HA Evans,19,0,0,3,0,0
4224,Kumar Kushagra,19,0,0,2,1,0
4225,OMB Curtiss,19,0,0,3,0,0
4226,SN Netravalkar,19,0,0,3,0,0
4227,V Masekesa,19,0,0,3,0,0
4228,CP Rizwan,19,0,0,2,0,0
4229,M Dale-Bradley,19,0,0,2,0,0
4230,Marshall Ayub,19,0,0,2,0,0
4231,Mohammad Talha,19,0,0,2,0,0
4232,Neelam Obi,19,0,0,2,0,0
4233,RA Bawa,8,11,0,1,1,0
4234,RD Jacobs,19,0,0,2,0,0
4235,RN Roach,19,0,0,2,0,0
4236,S Reid,19,0,0,2,0,0
4237,SW Eathorne,19,0,0,2,0,0
4238,Swarupam Purkayastha,0,19,0,0,2,0
4239,T Mupariwa,19,0,0,2,0,0
4240,WWWL Lakshan,19,0,0,2,0,0
4241,YYM Jakda,19,0,0,2,0,0
